#Version	Dtd Type	Intermediate Path	Element	Attributes
28.0	ldml	​/dates​/calendars​/calendar/	eras	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar/	cyclicNameSets	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar/	dateFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar/	timeFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar/	dateTimeFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar/	fields	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets/	cyclicNameSet	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets​/cyclicNameSet/	cyclicNameContext	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets​/cyclicNameSet​/cyclicNameContext/	cyclicNameWidth	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateFormats/	dateFormatLength	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength/	dateFormat	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength​/dateFormat/	pattern	<div>numbers §d➠§v</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	dateTimeFormatLength	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	availableFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	appendItems	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	intervalFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/dateTimeFormatLength/	dateTimeFormat	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/intervalFormats/	intervalFormatFallback	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/intervalFormats/	intervalFormatItem	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/intervalFormats​/intervalFormatItem/	greatestDifference	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/days/	dayContext	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/days​/dayContext/	dayWidth	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/eras/	eraNames	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/eras/	eraAbbr	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/eras/	eraNarrow	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/fields/	field	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/fields​/field/	relative	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/fields​/field/	relativeTime	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/fields​/field​/relativeTime/	relativeTimePattern	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/monthPatterns/	monthPatternContext	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/monthPatterns​/monthPatternContext/	monthPatternWidth	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/months/	monthContext	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/months​/monthContext/	monthWidth	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/quarters/	quarterContext	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/quarters​/quarterContext/	quarterWidth	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/timeFormats/	timeFormatLength	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/timeFormats​/timeFormatLength/	timeFormat	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/calendars​/calendar​/week/	⊖minDays	<div>⊖count</div><div>⊖alt</div>
28.0	ldml	​/dates​/calendars​/calendar​/week/	⊖firstDay	<div>⊖day</div><div>⊖alt</div>
28.0	ldml	​/dates​/calendars​/calendar​/week/	⊖weekendStart	<div>⊖day</div><div>⊖time</div><div>⊖alt</div>
28.0	ldml	​/dates​/calendars​/calendar​/week/	⊖weekendEnd	<div>⊖day</div><div>⊖time</div><div>⊖alt</div>
28.0	ldml	​/dates​/timeZoneNames/	⊖hoursFormat	<div>⊖alt</div>
28.0	ldml	​/dates​/timeZoneNames/	⊖fallbackRegionFormat	<div>⊖alt</div>
28.0	ldml	​/dates​/timeZoneNames/	⊖abbreviationFallback	<div>⊖type</div><div>⊖choice</div><div>⊖alt</div>
28.0	ldml	​/dates​/timeZoneNames/	⊖preferenceOrdering	<div>⊖type</div><div>⊖choice</div><div>⊖alt</div>
28.0	ldml	​/dates​/timeZoneNames/	⊖singleCountries	<div>⊖list</div><div>⊖alt</div>
28.0	ldml	​/dates​/timeZoneNames/	zone	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/timeZoneNames/	metazone	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/timeZoneNames​/zone/	long	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/timeZoneNames​/zone/	short	<div>⊖validSubLocales</div>
28.0	ldml	​/dates​/timeZoneNames​/zone/	⊖commonlyUsed	<div>⊖used</div><div>⊖alt</div>
28.0	ldml	​/layout/	orientation	<div>⊖characters</div><div>⊖lines</div>
28.0	ldml	​/layout/	⊖inList	<div>⊖casing</div><div>⊖alt</div>
28.0	ldml	​/layout/	⊖inText	<div>⊖type</div><div>⊖alt</div>
28.0	ldml	​/listPatterns/	listPattern	<div>⊖validSubLocales</div>
28.0	ldml	​/listPatterns​/listPattern/	listPatternPart	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames/	languages	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames/	scripts	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames/	territories	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames/	+subdivisions	 
28.0	ldml	​/localeDisplayNames/	variants	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames/	keys	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames/	types	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames/	measurementSystemNames	<div>⊖validSubLocales</div>
28.0	ldml	​/localeDisplayNames​/subdivisions/	+subdivision	<div>+type §d </div>
28.0	ldml	​/measurement/	⊖measurementSystem	<div>⊖type</div><div>⊖choice</div><div>⊖alt</div><div>⊖validSubLocales</div>
28.0	ldml	​/measurement/	⊖paperSize	<div>⊖alt</div><div>⊖validSubLocales</div>
28.0	ldml	​/measurement​/paperSize/	⊖height	<div>⊖alt</div>
28.0	ldml	​/measurement​/paperSize/	⊖width	<div>⊖alt</div>
28.0	ldml	​/metadata​/casingData/	casingItem	<div>override §d➠§v</div><div>+forceError §v ⟨true, false⟩</div>
28.0	ldml	​/numbers/	symbols	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers/	decimalFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers/	scientificFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers/	percentFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers/	currencyFormats	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers/	currencies	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/currencies/	currency	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/currencies​/currency/	symbol	<div>⊖choice</div>
28.0	ldml	​/numbers​/currencyFormats/	currencyFormatLength	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/currencyFormats/	unitPattern	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/currencyFormats​/currencyFormatLength/	currencyFormat	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/decimalFormats/	decimalFormatLength	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/decimalFormats​/decimalFormatLength/	decimalFormat	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/percentFormats/	percentFormatLength	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/percentFormats​/percentFormatLength/	percentFormat	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/scientificFormats/	scientificFormatLength	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/scientificFormats​/scientificFormatLength/	scientificFormat	<div>⊖validSubLocales</div>
28.0	ldml	​/numbers​/symbols/	decimal	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	group	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	list	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	percentSign	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	⊖nativeZeroDigit	<div>⊖alt</div><div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	⊖patternDigit	<div>⊖alt</div><div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	plusSign	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	minusSign	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	exponential	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	perMille	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	infinity	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	nan	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	currencyDecimal	<div>⊖numberSystem</div>
28.0	ldml	​/numbers​/symbols/	⊖currencyGroup	<div>⊖alt</div><div>⊖numberSystem</div>
28.0	ldml	​/posix/	messages	<div>⊖validSubLocales</div>
28.0	ldml	​/posix​/messages/	⊖yesexpr	<div>⊖alt</div>
28.0	ldml	​/posix​/messages/	⊖noexpr	<div>⊖alt</div>
28.0	ldml	​/rbnf​/rulesetGrouping/	ruleset⇣	<div>access §d➠§v</div><div>allowsParsing §d➠§v</div>
28.0	ldml	​/rbnf​/rulesetGrouping​/ruleset/	rbnfrule⇣	<div>value §d➠§v</div><div>radix §d➠§v</div><div>decexp §d➠§v</div>
28.0	ldml	​/references/	⊖reference	<div>⊖type</div><div>⊖uri</div><div>⊖alt</div>
28.0	ldml	​/segmentations/	segmentation	<div>⊖validSubLocales</div>
28.0	ldml	​/segmentations​/segmentation/	⊖exceptions	 
28.0	ldml	​/segmentations​/segmentation​/exceptions/	⊖exception	 
28.0	ldml	​/segmentations​/segmentation​/suppressions/	suppression⇣	 
28.0	ldml	​/segmentations​/segmentation​/variables/	variable⇣	 
28.0	ldml	​/units/	unit	<div>⊖validSubLocales</div>
28.0	ldml	​/units/	unitLength	<div>⊖validSubLocales</div>
28.0	ldml	​/units​/durationUnit/	durationUnitPattern	<div>⊖validSubLocales</div>
28.0	ldml	​/units​/unitLength/	compoundUnit	<div>⊖validSubLocales</div>
28.0	ldml	​/units​/unitLength/	+coordinateUnit	 
28.0	ldml	​/units​/unitLength​/compoundUnit/	compoundUnitPattern	<div>⊖validSubLocales</div>
28.0	ldml	​/units​/unitLength​/coordinateUnit/	+coordinateUnitPattern	<div>+type §d ⟨north, east, south, west⟩</div>
28.0	supplementalData	/	version	<div>number §d➠§m︎</div><div>cldrVersion §d➠§m︎</div><div>unicodeVersion §d➠§m︎</div>
28.0	supplementalData	/	⊖cldrVersion	<div>⊖version</div>
28.0	supplementalData	/	+subdivisionContainment	 
28.0	supplementalData	/	⊖postalCodeData	 
28.0	supplementalData	/	⊖timezoneData	 
28.0	supplementalData	/	⊖bcp47KeywordMappings	 
28.0	supplementalData	/	+idValidity	 
28.0	supplementalData	​/bcp47KeywordMappings/	⊖mapKeys	 
28.0	supplementalData	​/bcp47KeywordMappings/	⊖mapTypes	<div>⊖type</div>
28.0	supplementalData	​/bcp47KeywordMappings​/mapKeys/	⊖keyMap	<div>⊖type</div><div>⊖bcp47</div>
28.0	supplementalData	​/bcp47KeywordMappings​/mapTypes/	⊖typeMap	<div>⊖type</div><div>⊖bcp47</div>
28.0	supplementalData	​/calendarData/	calendar	<div>⊖territories</div>
28.0	supplementalData	​/calendarData​/calendar​/eras/	era	<div>start §d➠§v</div><div>end §d➠§v</div>
28.0	supplementalData	​/calendarPreferenceData/	calendarPreference	<div>ordering §d➠§v</div>
28.0	supplementalData	​/characters​/character-fallback​/character/	substitute⇣	 
28.0	supplementalData	​/codeMappings/	⊖languageCodes	<div>⊖type</div><div>⊖alpha3</div>
28.0	supplementalData	​/codeMappings/	territoryCodes	<div>numeric §d➠§v</div><div>alpha3 §d➠§v</div><div>fips10 §d➠§v</div><div>internet §d➠§v</div>
28.0	supplementalData	​/codeMappings/	currencyCodes	<div>numeric §d➠§v</div>
28.0	supplementalData	​/coverageLevels/	coverageVariable⇣	<div>value §d➠§v</div>
28.0	supplementalData	​/coverageLevels/	coverageLevel⇣	<div>value §d➠§v</div>
28.0	supplementalData	​/coverageLevels​/approvalRequirements/	approvalRequirement	<div>votes §d➠§v</div>
28.0	supplementalData	​/currencyData​/fractions/	info	<div>digits §d➠§v</div><div>rounding §d➠§v</div><div>cashDigits §d➠§v</div><div>cashRounding §d➠§v</div>
28.0	supplementalData	​/currencyData​/region/	currency	<div>⊖before</div><div>digits §d➠§v</div><div>rounding §d➠§v</div><div>cashRounding §d➠§v</div><div>tender §d➠§v</div>
28.0	supplementalData	​/currencyData​/region​/currency/	⊖alternate	<div>⊖iso4217</div>
28.0	supplementalData	​/gender/	personList	<div>locales §d➠§v</div>
28.0	supplementalData	​/idValidity/	+id	<div>+type §d </div><div>+idStatus §d </div>
28.0	supplementalData	​/languageData/	language	<div>scripts §d➠§v</div><div>territories §d➠§v</div><div>variants §d➠§v</div>
28.0	supplementalData	​/languageMatching​/languageMatches/	languageMatch⇣	<div>desired §d➠§v</div><div>oneway §d➠§v</div><div>percent §d➠§v</div><div>supported §d➠§v</div>
28.0	supplementalData	​/likelySubtags/	likelySubtag	<div>to §d➠§v</div>
28.0	supplementalData	​/measurementData/	measurementSystem	<div>territories §d➠§v</div>
28.0	supplementalData	​/measurementData/	paperSize	<div>territories §d➠§v</div>
28.0	supplementalData	​/metadata/	⊖attributeOrder	 
28.0	supplementalData	​/metadata/	⊖elementOrder	 
28.0	supplementalData	​/metadata/	⊖coverageAdditions	 
28.0	supplementalData	​/metadata/	skipDefaultLocale	<div>services §d➠§v</div>
28.0	supplementalData	​/metadata/	defaultContent	<div>locales §d➠§v</div>
28.0	supplementalData	​/metadata​/alias/	languageAlias	<div>replacement §d➠§v</div><div>reason §d➠§v</div>
28.0	supplementalData	​/metadata​/alias/	scriptAlias	<div>replacement §d➠§v</div><div>reason §d➠§v</div>
28.0	supplementalData	​/metadata​/alias/	territoryAlias	<div>replacement §d➠§v</div><div>reason §d➠§v</div>
28.0	supplementalData	​/metadata​/alias/	+subdivisionAlias	<div>+type §d </div><div>+replacement §v </div><div>+reason §v ⟨deprecated, overlong⟩</div>
28.0	supplementalData	​/metadata​/alias/	variantAlias	<div>replacement §d➠§v</div><div>reason §d➠§v</div>
28.0	supplementalData	​/metadata​/alias/	zoneAlias	<div>replacement §d➠§v</div><div>reason §d➠§v</div>
28.0	supplementalData	​/metadata​/blocking/	blockingItems	<div>elements §d➠§v</div>
28.0	supplementalData	​/metadata​/coverageAdditions/	⊖languageCoverage	<div>⊖type</div><div>⊖values</div>
28.0	supplementalData	​/metadata​/coverageAdditions/	⊖scriptCoverage	<div>⊖type</div><div>⊖values</div>
28.0	supplementalData	​/metadata​/coverageAdditions/	⊖territoryCoverage	<div>⊖type</div><div>⊖values</div>
28.0	supplementalData	​/metadata​/coverageAdditions/	⊖currencyCoverage	<div>⊖type</div><div>⊖values</div>
28.0	supplementalData	​/metadata​/coverageAdditions/	⊖timezoneCoverage	<div>⊖type</div><div>⊖values</div>
28.0	supplementalData	​/metadata​/distinguishing/	distinguishingItems	<div>exclude §d➠§v</div><div>elements §d➠§v</div>
28.0	supplementalData	​/metadata​/suppress/	attributes⇣	<div>element §d➠§v</div><div>attribute §d➠§v</div><div>attributeValue §d➠§v</div>
28.0	supplementalData	​/metadata​/validity/	variable⇣	<div>id §d➠§v</div>
28.0	supplementalData	​/metadata​/validity/	attributeValues⇣	<div>+dtds §d </div><div>elements §d➠§v</div><div>attributes §d➠§v</div><div>order §d➠§v</div>
28.0	supplementalData	​/metazoneInfo​/timezone/	usesMetazone	<div>mzone §d➠§v</div>
28.0	supplementalData	​/numberingSystems/	numberingSystem	<div>type §d➠§v</div><div>radix §d➠§v</div><div>digits §d➠§v</div><div>rules §d➠§v</div>
28.0	supplementalData	​/parentLocales/	parentLocale	<div>locales §d➠§v</div>
28.0	supplementalData	​/plurals​/pluralRanges/	pluralRange	<div>result §d➠§v</div>
28.0	supplementalData	​/plurals​/pluralRules/	pluralRule⇣	 
28.0	supplementalData	​/postalCodeData/	⊖postCodeRegex	<div>⊖territoryId</div>
28.0	supplementalData	​/references/	reference	<div>uri §d➠§v</div>
28.0	supplementalData	​/subdivisionContainment/	+subgroup	<div>+type §d </div><div>+subtype §d </div><div>+contains §v </div>
28.0	supplementalData	​/telephoneCodeData​/codesByTerritory/	telephoneCountryCode	<div>from §d➠§v</div><div>to §d➠§v</div>
28.0	supplementalData	​/territoryContainment/	group	<div>contains §d➠§v</div><div>grouping §d➠§v</div>
28.0	supplementalData	​/territoryInfo/	territory	<div>gdp §d➠§v</div><div>literacyPercent §d➠§v</div><div>population §d➠§v</div>
28.0	supplementalData	​/territoryInfo​/territory/	languagePopulation	<div>writingPercent §d➠§v</div><div>populationPercent §d➠§v</div><div>officialStatus §d➠§v</div>
28.0	supplementalData	​/timeData/	hours	<div>allowed §d➠§v</div><div>preferred §d➠§v</div>
28.0	supplementalData	​/timezoneData/	mapTimezones	<div>otherVersion §d➠§m︎</div><div>typeVersion §d➠§m︎</div>
28.0	supplementalData	​/timezoneData/	⊖zoneFormatting	<div>⊖multizone</div><div>⊖tzidVersion</div>
28.0	supplementalData	​/timezoneData​/mapTimezones/	mapZone	<div>type §d➠§v</div>
28.0	supplementalData	​/timezoneData​/zoneFormatting/	⊖zoneItem	<div>⊖type</div><div>⊖territory</div><div>⊖aliases</div>
28.0	supplementalData	​/transforms/	transform	<div>visibility §d➠§v</div>
28.0	supplementalData	​/transforms​/transform/	comment⇣	 
28.0	supplementalData	​/transforms​/transform/	tRule⇣	 
28.0	supplementalData	​/weekData/	minDays	<div>territories §d➠§v</div>
28.0	supplementalData	​/weekData/	firstDay	<div>territories §d➠§v</div>
28.0	supplementalData	​/weekData/	weekendStart	<div>territories §d➠§v</div>
28.0	supplementalData	​/weekData/	weekendEnd	<div>territories §d➠§v</div>
28.0	ldmlBCP47	/	version	<div>number §d➠§m︎</div><div>cldrVersion §d➠§m︎</div>
28.0	ldmlBCP47	/	⊖cldrVersion	<div>⊖version</div>
28.0	ldmlBCP47	/	attribute	<div>description §d➠§v</div><div>deprecated §d➠§m︎</div><div>preferred §d➠§v</div><div>since §d➠§m︎</div>
28.0	ldmlBCP47	​/keyword/	key	<div>description §d➠§v</div><div>deprecated §d➠§m︎</div><div>preferred §d➠§v</div><div>alias §d➠§v</div><div>since §d➠§m︎</div>
28.0	ldmlBCP47	​/keyword​/key/	type	<div>description §d➠§v</div><div>deprecated §d➠§m︎</div><div>preferred §d➠§v</div><div>alias §d➠§v</div><div>since §d➠§m︎</div>
28.0	keyboard	/	version	<div>platform §d➠§v</div><div>number §d➠§m︎</div><div>cldrVersion §d➠§m︎</div>
28.0	keyboard	/	settings⇣	<div>fallback §d➠§v</div><div>transformFailure §d➠§v</div><div>transformPartial §d➠§v</div>
28.0	keyboard	​/keyMap/	map	<div>to §d➠§v</div><div>longPress §d➠§v</div><div>transform §d➠§v</div>
28.0	keyboard	​/names/	name	<div>value §d➠§v</div>
28.0	keyboard	​/transforms/	transform	<div>to §d➠§v</div>
28.0	platform	​/hardwareMap/	map	<div>iso §d➠§v</div>
27.0	ldml	/	+annotations	 
27.0	ldml	​/annotations/	+annotation	<div>+cp §d </div><div>+tts §d </div>
27.0	supplementalData	/	version	<div>+unicodeVersion §d </div>
27.0	supplementalData	/	dayPeriodRuleSet	<div>+type §d </div>
27.0	supplementalData	​/measurementData/	measurementSystem	<div>+category §d ⟨temperature⟩</div>
26.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets/	cyclicNameSet	<div>type ⟨… zodiacs⟩➠⟨… zodiacs, solarTerms⟩</div>
26.0	ldml	​/numbers/	+minimumGroupingDigits	 
26.0	ldml	​/numbers​/symbols/	+timeSeparator	 
26.0	ldml	​/segmentations​/segmentation/	+suppressions	<div>+type §d </div>
26.0	ldml	​/segmentations​/segmentation​/suppressions/	+suppression	 
26.0	ldml	​/units​/unit/	+displayName	<div>⊕</div>
26.0	ldml	​/units​/unit/	+perUnitPattern	 
26.0	supplementalData	​/codeMappings/	+currencyCodes	<div>+type §d </div><div>+numeric §d </div>
26.0	supplementalData	​/metadata​/alias/	languageAlias	<div>reason ⟨… legacy⟩➠⟨… legacy, bibliographic⟩</div>
25.0	ldml	​/collations​/collation/	settings	<div>+maxVariable §d ⟨space, punct, symbol, currency⟩</div>
25.0	ldml	​/dates​/calendars​/calendar​/fields/	field	<div>type ⟨…⟩➠⟨… year-short, year-narrow, quarter, quarter-short, quarter-narrow, … month-short, month-narrow, … week-short, week-narrow, … day-short, day-narrow, … sun-short, sun-narrow, … mon-short, mon-narrow, … tue-short, tue-narrow, … wed-short, wed-narrow, … thu-short, thu-narrow, … fri-short, fri-narrow, … sat-short, sat-narrow, … hour-short, hour-narrow, … minute-short, minute-narrow, … second-short, second-narrow, …⟩</div>
25.0	ldml	​/dates​/calendars​/calendar​/week/	firstDay	<div>day ➠⟨sun, mon, tue, wed, thu, fri, sat⟩</div>
25.0	supplementalData	​/coverageLevels/	+approvalRequirements	 
25.0	supplementalData	​/coverageLevels​/approvalRequirements/	+approvalRequirement	<div>+votes §d </div><div>+locales §d </div><div>+paths §d </div>
25.0	supplementalData	​/plurals/	+pluralRanges	<div>+locales §d </div>
25.0	supplementalData	​/plurals​/pluralRanges/	+pluralRange	<div>+start §d ⟨zero, one, two, few, many, other⟩</div><div>+end §d ⟨zero, one, two, few, many, other⟩</div><div>+result §d ⟨zero, one, two, few, many, other⟩</div>
24.0	ldml	​/characters/	ellipsis	<div>type ⟨… final⟩➠⟨… final, word-initial, word-medial, word-final⟩</div>
24.0	ldml	​/collations/	+defaultCollation	 
24.0	ldml	​/collations​/collation/	+cr	 
24.0	ldml	​/dates​/calendars​/calendar​/fields/	field	<div>type ⟨…⟩➠⟨… sun, mon, tue, wed, thu, fri, sat, …⟩</div>
24.0	ldml	​/dates​/calendars​/calendar​/fields​/field/	+relativeTime	<div>+type §d </div><div>+validSubLocales §d </div>
24.0	ldml	​/dates​/calendars​/calendar​/fields​/field​/relativeTime/	+relativeTimePattern	<div>+count §d ⟨zero, one, two, few, many, other⟩</div><div>+validSubLocales §d </div>
24.0	ldml	​/dates​/timeZoneNames/	regionFormat	<div>+type §d ⟨standard, daylight⟩</div>
24.0	ldml	​/listPatterns/	listPattern	<div>type ⟨NMTOKEN⟩➠</div>
24.0	ldml	​/metadata​/casingData/	casingItem	<div>+override §d ⟨true, false⟩</div>
24.0	ldml	​/numbers/	+miscPatterns	<div>+numberSystem §d </div>
24.0	ldml	​/numbers​/miscPatterns/	+default	<div>⊕</div>
24.0	ldml	​/numbers​/miscPatterns/	+pattern	<div>⊕</div>
24.0	ldml	​/numbers​/symbols/	+superscriptingExponent	 
24.0	ldml	​/segmentations​/segmentation/	+exceptions	 
24.0	ldml	​/segmentations​/segmentation​/exceptions/	+exception	 
24.0	ldml	​/units/	+unitLength	<div>+type §d ⟨long, short, narrow⟩</div><div>+validSubLocales §d </div>
24.0	ldml	​/units/	+durationUnit	<div>+type §d </div>
24.0	ldml	​/units​/durationUnit/	+durationUnitPattern	<div>+validSubLocales §d </div>
24.0	ldml	​/units​/unitLength/	+compoundUnit	<div>+type §d </div><div>+validSubLocales §d </div>
24.0	ldml	​/units​/unitLength/	+unit	<div>⊕</div>
24.0	ldml	​/units​/unitLength​/compoundUnit/	+compoundUnitPattern	<div>+validSubLocales §d </div>
24.0	supplementalData	​/currencyData​/fractions/	info	<div>+cashDigits §d </div>
24.0	supplementalData	​/plurals​/pluralRules/	pluralRule	<div>count ⟨… many⟩➠⟨… many, other⟩</div>
24.0	ldmlBCP47	/	attribute	<div>+preferred §d </div>
24.0	ldmlBCP47	​/keyword/	key	<div>+preferred §d </div>
24.0	ldmlBCP47	​/keyword​/key/	type	<div>+preferred §d </div>
23.1	ldml	​/dates/	+fields	<div>⊕</div>
23.1	ldml	​/layout​/orientation/	+characterOrder	 
23.1	ldml	​/layout​/orientation/	+lineOrder	 
23.1	supplementalData	/	+timeData	 
23.1	supplementalData	/	+primaryZones	 
23.1	supplementalData	​/currencyData​/fractions/	info	<div>+cashRounding §d </div>
23.1	supplementalData	​/currencyData​/region/	currency	<div>+digits §d </div><div>+rounding §d </div><div>+cashRounding §d </div>
23.1	supplementalData	​/primaryZones/	+primaryZone	<div>+iso3166 §d </div>
23.1	supplementalData	​/timeData/	+hours	<div>+preferred §d </div><div>+allowed §d </div><div>+regions §d </div>
22.1	ldml	​/collations/	collation	<div>+visibility §d ⟨internal, external⟩</div>
22.1	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength​/dateFormat/	pattern	<div>+count §d ⟨0, 1, zero, one, two, few, many, other⟩</div>
22.1	ldml	​/dates​/calendars​/calendar​/days​/dayContext/	dayWidth	<div>type ⟨…⟩➠⟨… short, …⟩</div>
22.1	supplementalData	​/coverageLevels/	+coverageVariable	<div>+key §d </div><div>+value §d </div>
22.1	supplementalData	​/territoryContainment/	group	<div>status ⟨deprecated⟩➠⟨deprecated, grouping⟩</div>
22.1	ldmlBCP47	/	attribute	<div>+deprecated §d ⟨true, false⟩</div>
22.1	ldmlBCP47	​/keyword/	key	<div>+deprecated §d ⟨true, false⟩</div>
22.1	ldmlBCP47	​/keyword​/key/	type	<div>+deprecated §d ⟨true, false⟩</div>
22.1	keyboard		+keyboard	<div>+locale §d </div>
22.1	keyboard	/	+version	<div>+platform §d </div><div>+number §d </div><div>+cldrVersion §d </div>
22.1	keyboard	/	+names	 
22.1	keyboard	/	+settings	<div>+fallback §d ⟨omit⟩</div><div>+transformFailure §d ⟨omit⟩</div><div>+transformPartial §d ⟨hide⟩</div>
22.1	keyboard	/	+keyMap	<div>+modifiers §d </div>
22.1	keyboard	/	+transforms	<div>+type §d </div>
22.1	keyboard	​/keyMap/	+map	<div>+iso §d </div><div>+to §d </div><div>+longPress §d </div><div>+transform §d ⟨no⟩</div>
22.1	keyboard	​/names/	+name	<div>+value §d </div>
22.1	keyboard	​/transforms/	+transform	<div>+from §d </div><div>+to §d </div>
22.1	platform		+platform	<div>+id §d </div>
22.1	platform	/	+hardwareMap	 
22.1	platform	​/hardwareMap/	+map	<div>+keycode §d </div><div>+iso §d </div>
21.0	ldml	/	+contextTransforms	<div>+validSubLocales §d </div>
21.0	ldml	/	+metadata	 
21.0	ldml	​/collations​/collation/	settings	<div>+reorder §d </div>
21.0	ldml	​/contextTransforms/	+contextTransformUsage	<div>+type §d </div><div>+validSubLocales §d </div>
