# Count	Section	Page	Subhead	Code

72	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-symbol-variant
6	Units	Digital	terabyte	long-few-genitive
6	Units	Digital	terabyte	long-other-instrumental
6	Units	Digital	terabit	long-few-genitive
6	Units	Digital	gigabyte	long-few-genitive
6	Units	Digital	gigabit	long-few-genitive
6	Units	Digital	megabyte	long-few-genitive
6	Units	Digital	megabit	long-few-genitive
6	Units	Digital	kilobyte	long-few-genitive
6	Units	Digital	kilobit	long-few-genitive
6	Units	Other Units	millimole-per-liter	long-few-dative
6	Units	Other Units	item	long-few-dative
6	Units	Other Units	liter-per-kilometer	long-few-dative
6	Units	Other Units	kilowatt-hour-per-100-kilometer	long-few-genitive
6	Units	Other Units	kilowatt-hour-per-100-kilometer	long-other-locative
6	Units	Other Units	newton-meter	long-few-dative
6	Units	Duration	decade	long-one-genitive
6	Units	Duration	century	long-one-genitive
6	Units	Duration	year	long-one-genitive
6	Units	Duration	month	long-one-genitive
6	Units	Duration	week	long-one-genitive
6	Units	Duration	day	long-one-genitive
6	Units	Duration	hour	long-one-genitive
6	Units	Duration	minute	long-one-genitive
6	Units	Duration	second	long-one-genitive
6	Units	Graphics	em	long-one-genitive
6	Units	Graphics	em	long-other-genitive
6	Units	Graphics	pixel	long-other-genitive
6	Units	Length	meter	long-one-genitive
6	Units	Length	mile-scandinavian	long-one-genitive
6	Units	Area	hectare	long-one-genitive
6	Units	Volume	liter	long-other-genitive
6	Units	Energy and Power	calorie	long-one-genitive
6	Units	Energy and Power	joule	long-other-genitive
6	Units	Energy and Power	watt	long-one-genitive
6	Units	Electrical and Frequency	ampere	long-other-genitive
6	Units	Electrical and Frequency	ohm	long-one-genitive
6	Units	Electrical and Frequency	volt	long-one-genitive
6	Units	Weather	atmosphere	long-one-genitive
6	Units	Weather	pascal	long-other-genitive
6	Units	Weather	generic	long-one-genitive
6	Units	Weather	generic	long-other-genitive
6	Units	Weather	celsius	long-one-genitive
6	Units	Weather	kelvin	long-one-genitive
6	Units	Digital	byte	long-one-genitive
6	Units	Digital	bit	long-one-genitive
6	Units	Other Units	revolution	long-one-genitive
6	Units	Other Units	radian	long-one-genitive
6	Units	Other Units	radian	long-other-genitive
6	Units	Other Units	degree	long-other-genitive
6	Units	Other Units	arc-minute	long-one-genitive
6	Units	Other Units	arc-second	long-one-genitive
6	Units	Other Units	karat	long-one-genitive
6	Units	Other Units	permillion	long-one-genitive
6	Units	Other Units	percent	long-one-genitive
6	Units	Other Units	permille	long-one-genitive
6	Units	Other Units	permille	long-other-genitive
6	Units	Other Units	newton	long-other-genitive
6	Units	Other Units	candela	long-one-genitive
6	Units	Other Units	lumen	long-one-genitive
6	Core Data	Alphabetic Information	Characters in Use	Others: auxiliary
6	Units	Other Units	permyriad	long-other-genitive
6	Core Data	Alphabetic Information	Characters in Use	Main Letters
6	Units	Length	kilometer	long-other-accusative
6	Units	Length	decimeter	long-other-accusative
6	Units	Length	centimeter	long-other-accusative
6	Units	Length	millimeter	long-other-accusative
6	Units	Length	micrometer	long-other-accusative
6	Units	Length	nanometer	long-other-accusative
6	Units	Length	picometer	long-other-accusative
6	Units	Area	square-kilometer	long-other-accusative
6	Units	Area	square-meter	long-other-accusative
6	Units	Area	square-centimeter	long-other-accusative
6	Units	Volume	cubic-kilometer	long-other-accusative
6	Units	Volume	cubic-meter	long-other-accusative
6	Units	Volume	cubic-centimeter	long-other-accusative
6	Units	Volume	deciliter	long-other-accusative
6	Units	Volume	centiliter	long-other-accusative
6	Units	Speed and Acceleration	meter-per-square-second	long-other-accusative
6	Units	Speed and Acceleration	kilometer-per-hour	long-other-accusative
6	Units	Speed and Acceleration	meter-per-second	long-other-accusative
6	Units	Mass and Weight	milligram	long-one-accusative
6	Units	Energy and Power	kilojoule	long-other-accusative
6	Units	Energy and Power	gigawatt	long-one-accusative
6	Units	Energy and Power	megawatt	long-one-accusative
6	Units	Energy and Power	kilowatt	long-one-accusative
6	Units	Energy and Power	milliwatt	long-one-accusative
6	Units	Electrical and Frequency	milliampere	long-one-accusative
6	Units	Electrical and Frequency	gigahertz	long-other-accusative
6	Units	Electrical and Frequency	megahertz	long-other-accusative
6	Units	Electrical and Frequency	kilohertz	long-other-accusative
6	Units	Weather	millibar	long-one-accusative
6	Units	Weather	hectopascal	long-one-accusative
6	Units	Weather	kilopascal	long-one-accusative
6	Units	Weather	megapascal	long-one-accusative
6	Units	Digital	petabyte	long-one-accusative
6	Units	Digital	terabyte	long-one-accusative
6	Units	Digital	terabyte	long-other-accusative
6	Units	Digital	terabit	long-one-accusative
6	Units	Digital	terabit	long-other-accusative
6	Units	Digital	gigabyte	long-one-accusative
6	Units	Digital	gigabit	long-one-accusative
6	Units	Digital	gigabit	long-other-accusative
6	Units	Digital	megabyte	long-one-accusative
6	Units	Digital	megabit	long-other-accusative
6	Units	Digital	kilobyte	long-one-accusative
6	Units	Digital	kilobit	long-other-accusative
6	Units	Other Units	millimole-per-liter	long-one-accusative
6	Units	Other Units	liter-per-kilometer	long-other-accusative
6	Units	Other Units	liter-per-100-kilometer	long-other-accusative
6	Units	Other Units	newton-meter	long-other-accusative
6	Units	Energy and Power	milliwatt	long-other-locative
6	Units	Graphics	megapixel	long-few-instrumental
6	Units	Graphics	pixel-per-centimeter	long-few-instrumental
5	Units	Duration	decade	short-other-nominative
5	Miscellaneous	Minimal Pairs	Plural	other
5	Locale Display Names	Territories (Asia)	Eastern Asia	MO
5	Units	Graphics	dot	long-displayName
5	Units	Mass and Weight	grain	long-displayName
5	Units	Duration	millisecond	long-few-locative
5	Units	Duration	millisecond	long-other-instrumental
5	Units	Duration	microsecond	long-few-locative
5	Units	Duration	microsecond	long-other-instrumental
5	Units	Duration	nanosecond	long-few-locative
5	Units	Duration	nanosecond	long-other-instrumental
5	Units	Graphics	megapixel	long-few-locative
5	Units	Graphics	pixel-per-centimeter	long-few-locative
5	Units	Length	kilometer	long-few-genitive
5	Units	Length	kilometer	long-few-locative
5	Units	Length	kilometer	long-few-dative
5	Units	Length	kilometer	long-other-instrumental
5	Units	Length	decimeter	long-few-locative
5	Units	Length	decimeter	long-other-instrumental
5	Units	Length	centimeter	long-few-dative
5	Units	Length	centimeter	long-other-instrumental
5	Units	Length	millimeter	long-few-genitive
5	Units	Length	millimeter	long-few-locative
5	Units	Length	millimeter	long-few-dative
5	Units	Length	millimeter	long-other-instrumental
5	Units	Length	micrometer	long-few-locative
5	Units	Length	micrometer	long-other-instrumental
5	Units	Length	nanometer	long-few-locative
5	Units	Length	nanometer	long-other-instrumental
5	Units	Length	picometer	long-few-genitive
5	Units	Length	picometer	long-few-locative
5	Units	Length	picometer	long-few-dative
5	Units	Length	picometer	long-other-instrumental
5	Units	Area	square-kilometer	long-few-genitive
5	Units	Area	square-kilometer	long-few-locative
5	Units	Area	square-kilometer	long-few-dative
5	Units	Area	square-kilometer	long-few-instrumental
5	Units	Area	square-kilometer	long-other-instrumental
5	Units	Area	square-meter	long-few-locative
5	Units	Area	square-meter	long-other-instrumental
5	Units	Area	square-centimeter	long-few-genitive
5	Units	Area	square-centimeter	long-few-locative
5	Units	Area	square-centimeter	long-few-dative
5	Units	Area	square-centimeter	long-few-instrumental
5	Units	Area	square-centimeter	long-other-instrumental
5	Units	Volume	cubic-kilometer	long-few-locative
5	Units	Volume	cubic-kilometer	long-other-instrumental
5	Units	Volume	cubic-meter	long-few-locative
5	Units	Volume	cubic-meter	long-other-instrumental
5	Units	Volume	cubic-centimeter	long-few-genitive
5	Units	Volume	cubic-centimeter	long-few-locative
5	Units	Volume	cubic-centimeter	long-few-dative
5	Units	Volume	cubic-centimeter	long-few-instrumental
5	Units	Volume	cubic-centimeter	long-other-instrumental
5	Units	Volume	megaliter	long-few-locative
5	Units	Volume	megaliter	long-other-instrumental
5	Units	Volume	hectoliter	long-few-locative
5	Units	Volume	hectoliter	long-other-instrumental
5	Units	Volume	deciliter	long-few-genitive
5	Units	Volume	deciliter	long-few-locative
5	Units	Volume	deciliter	long-few-dative
5	Units	Volume	deciliter	long-other-instrumental
5	Units	Volume	centiliter	long-few-genitive
5	Units	Volume	centiliter	long-few-locative
5	Units	Volume	centiliter	long-few-dative
5	Units	Volume	centiliter	long-other-instrumental
5	Units	Volume	milliliter	long-few-genitive
5	Units	Volume	milliliter	long-few-locative
5	Units	Volume	milliliter	long-few-dative
5	Units	Volume	milliliter	long-other-instrumental
5	Units	Speed and Acceleration	meter-per-square-second	long-few-genitive
5	Units	Speed and Acceleration	meter-per-square-second	long-few-locative
5	Units	Speed and Acceleration	meter-per-square-second	long-few-dative
5	Units	Speed and Acceleration	meter-per-square-second	long-other-instrumental
5	Units	Speed and Acceleration	kilometer-per-hour	long-few-genitive
5	Units	Speed and Acceleration	kilometer-per-hour	long-few-locative
5	Units	Speed and Acceleration	kilometer-per-hour	long-few-dative
5	Units	Speed and Acceleration	kilometer-per-hour	long-other-instrumental
5	Units	Speed and Acceleration	meter-per-second	long-few-genitive
5	Units	Speed and Acceleration	meter-per-second	long-few-locative
5	Units	Speed and Acceleration	meter-per-second	long-few-dative
5	Units	Speed and Acceleration	meter-per-second	long-other-instrumental
5	Units	Mass and Weight	milligram	long-few-genitive
5	Units	Mass and Weight	milligram	long-few-locative
5	Units	Mass and Weight	milligram	long-few-dative
5	Units	Mass and Weight	milligram	long-other-instrumental
5	Units	Mass and Weight	microgram	long-few-locative
5	Units	Mass and Weight	microgram	long-other-instrumental
5	Units	Energy and Power	kilojoule	long-few-locative
5	Units	Energy and Power	kilojoule	long-other-instrumental
5	Units	Energy and Power	kilowatt-hour	long-few-locative
5	Units	Energy and Power	kilowatt-hour	long-other-instrumental
5	Units	Energy and Power	gigawatt	long-few-locative
5	Units	Energy and Power	gigawatt	long-other-instrumental
5	Units	Energy and Power	megawatt	long-few-locative
5	Units	Energy and Power	megawatt	long-other-instrumental
5	Units	Energy and Power	kilowatt	long-few-locative
5	Units	Energy and Power	kilowatt	long-other-instrumental
5	Units	Energy and Power	milliwatt	long-few-locative
5	Units	Electrical and Frequency	milliampere	long-few-locative
5	Units	Electrical and Frequency	milliampere	long-other-instrumental
5	Units	Electrical and Frequency	gigahertz	long-few-locative
5	Units	Electrical and Frequency	gigahertz	long-other-instrumental
5	Units	Electrical and Frequency	megahertz	long-few-locative
5	Units	Electrical and Frequency	megahertz	long-other-instrumental
5	Units	Electrical and Frequency	kilohertz	long-few-locative
5	Units	Electrical and Frequency	kilohertz	long-other-instrumental
5	Units	Electrical and Frequency	hertz	long-one-locative
5	Units	Electrical and Frequency	hertz	long-one-dative
5	Units	Weather	millibar	long-few-locative
5	Units	Weather	millibar	long-other-instrumental
5	Units	Weather	hectopascal	long-few-locative
5	Units	Weather	hectopascal	long-other-instrumental
5	Units	Weather	kilopascal	long-few-genitive
5	Units	Weather	kilopascal	long-few-locative
5	Units	Weather	kilopascal	long-few-dative
5	Units	Weather	kilopascal	long-other-instrumental
5	Units	Weather	megapascal	long-few-locative
5	Units	Weather	megapascal	long-other-instrumental
5	Units	Digital	petabyte	long-few-locative
5	Units	Digital	petabyte	long-other-instrumental
5	Units	Digital	terabyte	long-few-locative
5	Units	Digital	terabyte	long-few-dative
5	Units	Digital	terabit	long-few-locative
5	Units	Digital	terabit	long-few-dative
5	Units	Digital	terabit	long-other-instrumental
5	Units	Digital	gigabyte	long-few-locative
5	Units	Digital	gigabyte	long-few-dative
5	Units	Digital	gigabyte	long-other-instrumental
5	Units	Digital	gigabit	long-few-locative
5	Units	Digital	gigabit	long-few-dative
5	Units	Digital	gigabit	long-other-instrumental
5	Units	Digital	megabyte	long-few-locative
5	Units	Digital	megabyte	long-few-dative
5	Units	Digital	megabyte	long-other-instrumental
5	Units	Digital	megabit	long-few-locative
5	Units	Digital	megabit	long-few-dative
5	Units	Digital	megabit	long-other-instrumental
5	Units	Digital	kilobyte	long-few-locative
5	Units	Digital	kilobyte	long-few-dative
5	Units	Digital	kilobyte	long-other-instrumental
5	Units	Digital	kilobit	long-few-locative
5	Units	Digital	kilobit	long-few-dative
5	Units	Digital	kilobit	long-other-instrumental
5	Units	Other Units	millimole-per-liter	long-few-locative
5	Units	Other Units	millimole-per-liter	long-other-instrumental
5	Units	Other Units	item	long-few-locative
5	Units	Other Units	item	long-few-instrumental
5	Units	Other Units	item	long-other-instrumental
5	Units	Other Units	liter-per-kilometer	long-few-locative
5	Units	Other Units	liter-per-kilometer	long-other-instrumental
5	Units	Other Units	liter-per-100-kilometer	long-few-genitive
5	Units	Other Units	liter-per-100-kilometer	long-few-locative
5	Units	Other Units	liter-per-100-kilometer	long-few-dative
5	Units	Other Units	liter-per-100-kilometer	long-other-instrumental
5	Units	Other Units	kilowatt-hour-per-100-kilometer	long-few-dative
5	Units	Other Units	kilowatt-hour-per-100-kilometer	long-few-instrumental
5	Units	Other Units	kilowatt-hour-per-100-kilometer	long-other-instrumental
5	Units	Other Units	newton-meter	long-few-locative
5	Units	Other Units	newton-meter	long-other-instrumental
5	Miscellaneous	Minimal Pairs	Case (for measurement units)	locative
5	Miscellaneous	Minimal Pairs	Case (for measurement units)	dative
5	Units	Duration	decade	long-other-genitive
5	Units	Duration	century	long-other-genitive
5	Units	Duration	year	long-other-genitive
5	Units	Duration	month	long-other-genitive
5	Units	Duration	week	long-other-genitive
5	Units	Duration	day	long-other-genitive
5	Units	Duration	hour	long-other-genitive
5	Units	Duration	minute	long-other-genitive
5	Units	Duration	second	long-other-genitive
5	Units	Length	meter	long-other-genitive
5	Units	Length	mile-scandinavian	long-other-genitive
5	Units	Area	hectare	long-other-genitive
5	Units	Volume	pint-metric	long-one-genitive
5	Units	Volume	cup-metric	long-one-genitive
5	Units	Speed and Acceleration	g-force	long-one-genitive
5	Units	Speed and Acceleration	g-force	long-other-genitive
5	Units	Mass and Weight	metric-ton	long-one-genitive
5	Units	Mass and Weight	kilogram	long-one-genitive
5	Units	Mass and Weight	kilogram	long-other-genitive
5	Units	Mass and Weight	gram	long-one-genitive
5	Units	Mass and Weight	gram	long-other-genitive
5	Units	Mass and Weight	carat	long-one-genitive
5	Units	Mass and Weight	carat	long-other-genitive
5	Units	Energy and Power	calorie	long-other-genitive
5	Units	Energy and Power	watt	long-other-genitive
5	Units	Electrical and Frequency	ohm	long-other-genitive
5	Units	Electrical and Frequency	volt	long-other-genitive
5	Units	Electrical and Frequency	hertz	long-other-genitive
5	Units	Weather	bar	long-one-genitive
5	Units	Weather	atmosphere	long-other-genitive
5	Units	Weather	celsius	long-other-genitive
5	Units	Weather	kelvin	long-other-genitive
5	Units	Digital	byte	long-other-genitive
5	Units	Digital	bit	long-other-genitive
5	Units	Other Units	revolution	long-other-genitive
5	Units	Other Units	arc-minute	long-other-genitive
