# Count	Section	Page	Subhead	Code

133	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm13
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm14
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm15
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my12
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my13
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my14
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my16
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	th10
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn05
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn07
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn09
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn13
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn18
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn23
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn24
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn27
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn28
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn29
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn30
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn33
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn34
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn35
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn41
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn49
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn50
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn52
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn56
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn59
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn69
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn71
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vnct
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vndn
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vnhn
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vnhp
15	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vnsg
15	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	aunsw
15	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	aunt
15	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	auqld
15	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	ausa
15	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	autas
15	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	auvic
15	Locale Display Names	Territories (Oceania)	Australasia-Subdivisions	auwa
15	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgnsb
15	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	sbct
15	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	mhmaj
15	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr14
15	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	um76
15	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	um79
14	Locale Display Names	Territories (North America)	Northern America-Subdivisions	glku
14	Locale Display Names	Territories (North America)	Northern America-Subdivisions	glqa
14	Locale Display Names	Territories (North America)	Northern America-Subdivisions	glqe
14	Locale Display Names	Territories (North America)	Northern America-Subdivisions	glsm
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	cra
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	crc
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	crg
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	crh
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	crl
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	crp
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	crsj
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	hnat
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	hncl
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	nian
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	nias
14	Locale Display Names	Territories (North America)	Central America-Subdivisions	pa5
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag03
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag04
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag05
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag06
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag07
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag08
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag10
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ag11
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	bsci
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	cu11
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	cu12
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	knk
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	knn
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ttari
14	Locale Display Names	Territories (North America)	Caribbean-Subdivisions	ttsfo
14	Locale Display Names	Territories (South America)	South America-Subdivisions	clan
14	Locale Display Names	Territories (South America)	South America-Subdivisions	clbi
14	Locale Display Names	Territories (South America)	South America-Subdivisions	coboy
14	Locale Display Names	Territories (South America)	South America-Subdivisions	comag
14	Locale Display Names	Territories (South America)	South America-Subdivisions	peama
14	Locale Display Names	Territories (South America)	South America-Subdivisions	veb
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vec
14	Locale Display Names	Territories (South America)	South America-Subdivisions	ved
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vee
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vef
14	Locale Display Names	Territories (South America)	South America-Subdivisions	veg
14	Locale Display Names	Territories (South America)	South America-Subdivisions	veh
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vei
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vej
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vek
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vel
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vem
14	Locale Display Names	Territories (South America)	South America-Subdivisions	ven
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vep
14	Locale Display Names	Territories (South America)	South America-Subdivisions	ver
14	Locale Display Names	Territories (South America)	South America-Subdivisions	ves
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vet
14	Locale Display Names	Territories (South America)	South America-Subdivisions	veu
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vev
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vex
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vey
14	Locale Display Names	Territories (South America)	South America-Subdivisions	vez
14	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	dz47
14	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	egkb
14	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	egkfs
14	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	maagd
14	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	mamek
14	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	mammn
14	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	masyb
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	bfgna
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghaa
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghcp
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghep
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghnp
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghtv
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghue
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghuw
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghwp
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	gml
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	gmm
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	gmn
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	gmu
14	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	gmw
14	Locale Display Names	Territories (Africa)	Middle Africa-Subdivisions	cmad
14	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mgu
14	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mubl
14	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mufl
14	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mugp
14	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mumo
14	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	muvp
14	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssee
14	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwfr
14	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	szhh
14	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	szlu
14	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	szma
14	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	szsh
14	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zagp
14	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zakzn
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk85
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee37
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee39
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee84
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbagy
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbdg
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbben
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbex
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbkm
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbne
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbnh
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbry
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcam
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcma
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcon
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbdby
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbdev
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbdnd
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbdor
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbdur
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeal
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbels
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbenf
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbery
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbess
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbesx
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbgls
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbgre
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbgwn
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbham
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhav
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhck
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhef
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhil
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhmf
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhns
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhrt
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhrw
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhry
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbios
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbisl
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbkec
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbken
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbktt
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblan
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblbh
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblec
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblew
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblin
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbmrt
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnth
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbntt
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnwm
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnyk
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbrdb
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbric
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbrut
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsfk
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbshr
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbslg
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsom
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsos
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsry
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbste
14	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbstn
