#Locale	Prov.	Unconf.	Missing	Path*
teo	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
teo	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
teo	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
teo	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
teo	1	0	0	//ldml/dates/timeZoneNames/hourFormat
teo	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
teo	1	0	0	//ldml/dates/timeZoneNames/regionFormat
teo	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
teo	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
teo	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
teo	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
teo	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
teo	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
teo	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
teo	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
teo	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
teo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
teo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
teo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
teo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
teo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
teo	31	0	0	Totals
				
tig	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
tig	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
tig	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
tig	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
tig	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
tig	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
tig	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
tig	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
tig	1	0	0	//ldml/dates/timeZoneNames/hourFormat
tig	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
tig	1	0	0	//ldml/dates/timeZoneNames/regionFormat
tig	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
tig	1	0	0	//ldml/delimiters/alternateQuotationEnd
tig	1	0	0	//ldml/delimiters/alternateQuotationStart
tig	1	0	0	//ldml/delimiters/quotationEnd
tig	1	0	0	//ldml/delimiters/quotationStart
tig	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
tig	0	0	2	//ldml/localeDisplayNames/languages/language[@type='*']
tig	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
tig	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
tig	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
tig	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
tig	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']
tig	0	0	1	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
tig	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
tig	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
tig	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
tig	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
tig	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
tig	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
tig	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
tig	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
tig	38	0	25	Totals
				
tn	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
tn	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
tn	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
tn	1	0	0	//ldml/dates/timeZoneNames/hourFormat
tn	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
tn	1	0	0	//ldml/dates/timeZoneNames/regionFormat
tn	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
tn	0	0	1	//ldml/delimiters/alternateQuotationEnd
tn	0	0	1	//ldml/delimiters/alternateQuotationStart
tn	0	0	1	//ldml/delimiters/quotationEnd
tn	0	0	1	//ldml/delimiters/quotationStart
tn	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
tn	0	1	1	//ldml/localeDisplayNames/languages/language[@type='*']
tn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
tn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
tn	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
tn	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
tn	1	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']
tn	18	1	5	Totals
				
tok	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
tok	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
tok	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
tok	7	0	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
tok	12	0	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
tok	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
tok	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
tok	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
tok	1	0	0	//ldml/dates/timeZoneNames/hourFormat
tok	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
tok	1	0	0	//ldml/dates/timeZoneNames/regionFormat
tok	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
tok	1	0	0	//ldml/delimiters/alternateQuotationEnd
tok	1	0	0	//ldml/delimiters/alternateQuotationStart
tok	1	0	0	//ldml/delimiters/quotationEnd
tok	1	0	0	//ldml/delimiters/quotationStart
tok	0	0	3	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
tok	0	0	1	//ldml/localeDisplayNames/languages/language[@type='*']
tok	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
tok	0	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']
tok	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']
tok	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
tok	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
tok	0	0	1	//ldml/numbers/defaultNumberingSystem
tok	0	0	1	//ldml/numbers/otherNumberingSystems/native
tok	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
tok	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
tok	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
tok	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
tok	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
tok	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
tok	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
tok	54	0	8	Totals
				
tpi	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
tpi	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
tpi	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
tpi	1	0	0	//ldml/dates/timeZoneNames/hourFormat
tpi	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
tpi	1	0	0	//ldml/dates/timeZoneNames/regionFormat
tpi	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
tpi	1	0	0	//ldml/delimiters/alternateQuotationEnd
tpi	1	0	0	//ldml/delimiters/alternateQuotationStart
tpi	1	0	0	//ldml/delimiters/quotationEnd
tpi	1	0	0	//ldml/delimiters/quotationStart
tpi	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
tpi	15	0	0	Totals
				
trv	7	1	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
trv	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
trv	0	2	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
trv	0	7	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
trv	0	12	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
trv	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
trv	0	1	0	//ldml/dates/timeZoneNames/gmtFormat
trv	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
trv	0	1	0	//ldml/dates/timeZoneNames/hourFormat
trv	0	1	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
trv	0	1	0	//ldml/dates/timeZoneNames/regionFormat
trv	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
trv	0	1	0	//ldml/delimiters/alternateQuotationEnd
trv	0	1	0	//ldml/delimiters/alternateQuotationStart
trv	0	1	0	//ldml/delimiters/quotationEnd
trv	0	1	0	//ldml/delimiters/quotationStart
trv	0	3	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
trv	0	1	0	//ldml/localeDisplayNames/languages/language[@type='*']
trv	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
trv	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
trv	1	2	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
trv	0	1	0	//ldml/localeDisplayNames/scripts/script[@type='*']
trv	2	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']
trv	0	1	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
trv	0	1	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
trv	0	1	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
trv	0	1	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
trv	0	1	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
trv	0	1	0	//ldml/numbers/symbols[@numberSystem='*']/group
trv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
trv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
trv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
trv	20	43	0	Totals
				
trw	0	0	8	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
trw	0	0	1	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
trw	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
trw	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
trw	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
trw	0	0	1	//ldml/dates/timeZoneNames/fallbackFormat
trw	0	0	1	//ldml/dates/timeZoneNames/gmtFormat
trw	0	0	1	//ldml/dates/timeZoneNames/gmtZeroFormat
trw	0	0	1	//ldml/dates/timeZoneNames/hourFormat
trw	0	0	1	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
trw	0	0	1	//ldml/dates/timeZoneNames/regionFormat
trw	0	0	2	//ldml/dates/timeZoneNames/regionFormat[@type='*']
trw	0	0	1	//ldml/delimiters/alternateQuotationEnd
trw	0	0	1	//ldml/delimiters/alternateQuotationStart
trw	0	0	1	//ldml/delimiters/quotationEnd
trw	0	0	1	//ldml/delimiters/quotationStart
trw	0	0	3	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
trw	0	0	1	//ldml/localeDisplayNames/languages/language[@type='*']
trw	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
trw	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
trw	0	0	3	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
trw	0	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']
trw	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']
trw	0	0	1	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
trw	0	0	1	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
trw	0	0	1	//ldml/numbers/defaultNumberingSystem
trw	0	0	1	//ldml/numbers/otherNumberingSystems/native
trw	0	0	1	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
trw	0	0	1	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
trw	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/decimal
trw	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/group
trw	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/minusSign
trw	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/percentSign
trw	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/plusSign
trw	0	0	64	Totals
				
ts	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
ts	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
ts	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ts	1	0	0	//ldml/dates/timeZoneNames/hourFormat
ts	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ts	1	0	0	//ldml/dates/timeZoneNames/regionFormat
ts	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ts	0	0	1	//ldml/delimiters/alternateQuotationEnd
ts	0	0	1	//ldml/delimiters/alternateQuotationStart
ts	0	0	1	//ldml/delimiters/quotationEnd
ts	0	0	1	//ldml/delimiters/quotationStart
ts	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
ts	0	1	1	//ldml/localeDisplayNames/languages/language[@type='*']
ts	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
ts	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
ts	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
ts	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
ts	2	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']
ts	19	1	5	Totals
				
twq	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
twq	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
twq	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
twq	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
twq	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
twq	1	0	0	//ldml/dates/timeZoneNames/hourFormat
twq	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
twq	1	0	0	//ldml/dates/timeZoneNames/regionFormat
twq	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
twq	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
twq	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
twq	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
twq	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
twq	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
twq	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
twq	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
twq	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
twq	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
twq	24	0	0	Totals
				
tzm	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
tzm	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
tzm	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
tzm	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
tzm	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
tzm	1	0	0	//ldml/dates/timeZoneNames/hourFormat
tzm	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
tzm	1	0	0	//ldml/dates/timeZoneNames/regionFormat
tzm	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
tzm	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
tzm	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
tzm	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
tzm	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
tzm	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
tzm	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
tzm	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
tzm	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
tzm	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
tzm	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
tzm	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
tzm	30	0	0	Totals
				
ug	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ug	1	0	0	Totals
				
uz_Arab	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
uz_Arab	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
uz_Arab	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
uz_Arab	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
uz_Arab	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
uz_Arab	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
uz_Arab	1	0	0	//ldml/dates/timeZoneNames/hourFormat
uz_Arab	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
uz_Arab	1	0	0	//ldml/dates/timeZoneNames/regionFormat
uz_Arab	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
uz_Arab	1	0	0	//ldml/delimiters/alternateQuotationEnd
uz_Arab	1	0	0	//ldml/delimiters/alternateQuotationStart
uz_Arab	1	0	0	//ldml/delimiters/quotationEnd
uz_Arab	1	0	0	//ldml/delimiters/quotationStart
uz_Arab	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
uz_Arab	1	0	0	//ldml/localeDisplayNames/languages/language[@type='*']
uz_Arab	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
uz_Arab	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
uz_Arab	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
uz_Arab	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
uz_Arab	1	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']
uz_Arab	0	0	1	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
uz_Arab	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
uz_Arab	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
uz_Arab	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
uz_Arab	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
uz_Arab	39	0	1	Totals
				
vai	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
vai	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
vai	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
vai	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
vai	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
vai	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
vai	1	0	0	//ldml/dates/timeZoneNames/hourFormat
vai	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
vai	1	0	0	//ldml/dates/timeZoneNames/regionFormat
vai	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
vai	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
vai	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
vai	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
vai	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
vai	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
vai	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
vai	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
vai	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
vai	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
vai	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
vai	31	0	0	Totals
				
vai_Latn	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
vai_Latn	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
vai_Latn	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
vai_Latn	12	0	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
vai_Latn	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
vai_Latn	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
vai_Latn	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
vai_Latn	1	0	0	//ldml/dates/timeZoneNames/hourFormat
vai_Latn	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
vai_Latn	1	0	0	//ldml/dates/timeZoneNames/regionFormat
vai_Latn	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
vai_Latn	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
vai_Latn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
vai_Latn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
vai_Latn	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
vai_Latn	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
vai_Latn	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
vai_Latn	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
vai_Latn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
vai_Latn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
vai_Latn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
vai_Latn	40	0	0	Totals
				
ve	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
ve	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
ve	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
ve	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
ve	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
ve	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
ve	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
ve	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ve	1	0	0	//ldml/dates/timeZoneNames/hourFormat
ve	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ve	1	0	0	//ldml/dates/timeZoneNames/regionFormat
ve	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ve	0	0	1	//ldml/delimiters/alternateQuotationEnd
ve	0	0	1	//ldml/delimiters/alternateQuotationStart
ve	0	0	1	//ldml/delimiters/quotationEnd
ve	0	0	1	//ldml/delimiters/quotationStart
ve	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
ve	1	1	0	//ldml/localeDisplayNames/languages/language[@type='*']
ve	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
ve	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
